,id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
492,1307,4.885077853822577e-167,1.4669607435216456e-222,9.773952505479195e-138,2.0298499457714648e-76,0.0,5.80257395593996e-100,9.167376091068834e-160,5.943947553899386e-169,9.938825079337852e-161,0.0,6.123982100864565e-117,5.581033421370978e-194,6.218564066372985e-165,1.1039811528767857e-163,3.0589292759308602e-204,4.5868813376008216e-148,6.8488561192288576e-183,5.111805276616255e-139,3.882642372980275e-178,1.416729937650835e-190,4.026007695110873e-154,4.868827295157792e-112,7.59993677370691e-57,4.451248024049365e-115,5.508622197975042e-137,8.4446366641976e-92,5.6417090511998e-132,2.6309799773169017e-121,7.044593289471246e-55,2.3374809947042908e-66,6.810257226135147e-56,1.0212159420706289e-91,2.914804004908199e-140,2.3920545435967223e-123,1.396807889936784e-76,9.136708001021124e-242,2.3294935816353294e-97,7.52454504982375e-84,1.4632323116734965e-99,1.0652803302350856e-79,8.701376744544602e-83,1.9782892324682596e-179,8.830557231840935e-136,3.2228617929028283e-87,8.619597799778387e-127,1.4677715649908274e-123,6.0248011628456005e-148,7.763583731277078e-231,1.7069822032093687e-185,4.879416821298589e-156,1.6012726063657994e-90,6.080224828697953e-142,3.1630946256999576e-84,2.284224320920886e-108,5.188000605853295e-106,1.7900658827440312e-69,5.4922204708384125e-123,5.261303997479877e-143,2.893953256208625e-116,1.0645903698244236e-107,1.9116559211539455e-147,4.808665340298245e-143,1.1467484258845338e-99,5.783116707374653e-128,4.689663599889392e-199,1.5844424696161322e-130,1.0451568411059387e-98,1.0,1.4632806542216787e-86,2.3131965488730742e-67,2.9849856497008215e-53,8.838363578253205e-121,6.028313565369062e-54,3.4800235596775216e-99,5.282841581786613e-279,2.16989165231471e-216,3.150572742980042e-113,9.414562896642495e-98,7.451928519593004e-171,3.318815921136161e-75,2.4519165001838535e-134,1.8584700392917786e-86,2.2954029876599903e-143,5.386608345284234e-124,2.538624324574572e-173,1.1460114712834433e-167,1.3563604204749377e-96,1.3377288001582503e-25,4.877536812473753e-225,1.4894265790965893e-221,1.3260321172572484e-111,2.45803858867976e-200,5.052336355685552e-125,1.390280587330875e-139,1.2364704571053789e-115,3.1875218717996866e-200,1.5123299297453197e-67,4.854787638874615e-163,9.77689656747063e-125
493,1313,1.703850692553194e-127,2.160441193065626e-184,4.763236170050693e-109,1.4180427995550035e-82,0.0,7.794114518594622e-91,8.05668152649414e-153,5.864084397072119e-153,1.0053315716469239e-116,1.633423812846095e-287,5.169173320088723e-62,2.544948646782617e-143,4.1630394095269176e-147,2.7762508425629886e-115,2.0226299221955564e-144,2.003624987393441e-178,9.799301301216239e-138,9.111124351436374e-106,4.640982403121513e-137,4.004343976999417e-167,2.408364535867838e-117,5.480733916055751e-83,6.063932761155613e-66,8.755704263645353e-111,2.916596398144563e-156,1.0040985985838117e-103,2.73457673688907e-111,3.5790814210550498e-90,3.3168861237736007e-78,3.4282303340727835e-108,2.140464244819857e-84,5.817194974854669e-70,5.0985839680043914e-135,2.7765089833385786e-115,7.78899615448619e-93,1.4428270752783228e-184,2.1864586024666085e-147,1.4933583809042248e-133,2.215533205170862e-140,2.3990598706822294e-90,2.95701142469367e-93,2.8627839661540733e-153,2.3829299760797297e-102,6.068431124220939e-93,2.3747712553757312e-65,4.652806659177675e-128,4.4874297611897724e-116,1.4717204929720501e-227,3.758899497119535e-178,8.436694091468138e-140,1.7860511170965673e-109,5.78407050762532e-97,4.7482625956726384e-89,2.1185591438823362e-104,5.026108827973539e-100,3.3441684097196545e-98,5.898112007452836e-103,1.074850504422791e-170,8.93335255908365e-96,7.851931404194059e-157,1.874608861433877e-147,1.5901045924549018e-99,2.7149029011044e-77,8.576867162832037e-261,2.1710882730769542e-134,2.4296669355684814e-136,1.0,1.6365403702947654e-94,1.1182206195202065e-65,1.0562176341517111e-66,1.3702019013699106e-105,1.850929849288757e-181,6.982190751776495e-154,1.0361261770247897e-81,1.081724612150296e-164,8.947059470235886e-173,1.841966658701445e-143,6.165010829992089e-20,2.5982285365065277e-163,1.5433930461911112e-92,1.7615384019185236e-131,1.1266715790192708e-50,4.911716252571204e-220,5.657235329379203e-72,1.599408575503591e-172,3.2465092810822234e-218,1.0338610035956351e-90,4.5051756871794836e-119,2.018425249771493e-186,4.8829201612128585e-204,1.5889234522010926e-79,3.5304977453414053e-181,4.979932396267198e-82,1.9677115448922716e-93,3.6250494766346313e-91,2.4009088509000482e-148,4.950350220221262e-81,6.644016393595779e-126,7.903244810552332e-117
494,1314,8.274016716643359e-266,0.0,6.411133764284225e-162,2.8583691548278228e-161,0.0,1.9832460695854212e-202,3.501144656309101e-209,4.4742875413923293e-228,3.082709717778457e-252,0.0,6.500336273519545e-227,1.26652058752698e-276,5.352244059938591e-303,2.4788708536176084e-231,3.3095218299705575e-291,4.9411016033780395e-245,4.495971402807749e-283,4.7483260369513397e-135,3.2290323003350826e-275,3.48756e-319,4.894366095776907e-259,1.3774951824205023e-178,6.4857876502811465e-142,9.523954056118702e-177,6.652197728278893e-196,8.287582944067154e-139,9.800638455715514e-220,6.815613984057784e-164,8.810257110730027e-130,1.5565588431897398e-128,9.685253153558051e-138,2.58372903724482e-147,1.4720708131120034e-194,2.6424593824936974e-191,3.29235976969168e-147,4.680546961502253e-302,1.9493190157864566e-197,8.504107955328185e-135,3.648672841287694e-129,2.2249095657956755e-119,6.536788145386679e-123,5.095589351459873e-275,3.759711375954966e-214,1.870376180970286e-163,5.369762203129659e-99,5.642601217638547e-186,3.387979473477957e-240,0.0,1.5032212671426057e-286,7.952435450646975e-249,3.5496135906440676e-180,4.8111085456876654e-223,7.011452077207021e-169,1.1886697319672962e-221,1.912744713130376e-204,8.862842244629906e-175,6.667194627347616e-244,1.0,6.505754030706045e-150,7.930897284545325e-248,2.1323949683998106e-203,2.87761796607851e-223,3.157099368856266e-147,3.71420326e-316,2.4224201417812453e-284,2.207672212495691e-242,1.2451965575860851e-176,8.139706727476115e-136,4.6845050235980814e-175,1.2299492012950063e-157,8.030952512285025e-177,2.331260264087901e-255,1.5582788054863334e-229,1.5300491228064975e-169,0.0,3.732965686575458e-277,1.8295662189194437e-207,6.757523057984479e-183,4.4848857978925344e-302,2.802947240912411e-150,5.904058015955626e-236,6.591211692677378e-164,1.8082497370852292e-252,9.735036106542464e-206,7.676911203049159e-234,1.5624011830784949e-265,6.0616114293971745e-186,1.4420194523091208e-160,1.5439633760722578e-268,2.7503362406503677e-291,2.1327347426758243e-176,5.948503218748164e-297,5.75723624907798e-196,4.290026088704265e-258,4.833834973525854e-207,8.931655511722806e-280,1.5892200530025787e-137,5.714913312904289e-252,1.0617050517631554e-242
495,1315,9.17971917647906e-140,4.900808580178353e-183,2.9991594638434703e-111,4.169887270300918e-83,0.0,2.345344964152323e-81,2.428636936541989e-156,2.8388604704379176e-136,6.0962641716792246e-130,5.687890119059482e-283,1.8383293538029133e-74,1.6545743373662822e-157,4.533665630403312e-149,1.2809786916568068e-121,4.2876826975520405e-170,7.407110705215027e-195,7.258542147534181e-130,4.2690989974560545e-114,1.7165596926439682e-134,4.510544980212802e-176,2.838629839775608e-121,6.592863105624261e-92,6.395249582911588e-81,1.1293200036503934e-126,3.1684013366197972e-173,1.330739384281027e-109,3.306424562440344e-117,6.316718905810107e-79,1.1143820943414558e-93,6.84968245944079e-124,3.402458942040863e-101,5.0582731052251735e-78,2.992205906585364e-149,3.9472510993820336e-138,4.030979614717151e-89,3.1603708232011914e-193,3.1557193445761495e-142,1.8752857930057282e-149,1.2537538723914659e-169,3.87662714026486e-105,6.372314132214676e-116,2.289013494510988e-159,6.82063950735086e-98,5.239664913944721e-95,6.175370839428157e-73,2.9778905485045563e-140,1.6172009629585969e-114,1.0322733143655482e-233,2.76918947684365e-180,4.136378088577168e-143,8.577037089335244e-92,1.620251752303814e-103,5.773007704800987e-102,4.09833146259236e-116,3.1334677376845534e-94,1.2212689438074144e-96,2.5942577843419082e-92,4.210588221949876e-187,2.744530653075081e-97,1.7209876113475896e-142,6.262919156206158e-146,4.6208975854702654e-89,2.6570772848913336e-92,2.9011216288109083e-242,8.632638546488798e-134,4.1791979541939385e-141,1.0,2.423753257997095e-97,8.825331485055568e-78,3.599253676318772e-62,2.1772055026101798e-109,4.0147141321623936e-171,1.4931833427677417e-160,1.907473041015486e-79,1.9978833381563853e-173,1.6709698546849497e-159,1.152482557938682e-115,2.6665733771335006e-31,1.9527611065358273e-169,2.155621378104434e-102,1.9460112504889892e-111,3.3900676181508035e-54,2.313653909956751e-198,4.1104188807691874e-78,1.6104055393160304e-162,5.983112068875064e-184,2.3133759890220244e-84,8.059868927014808e-109,2.8902613700047247e-173,7.016730610018685e-196,3.174181588495621e-87,1.002105377700664e-183,8.471890849800084e-83,2.499173339732478e-93,2.04626836794723e-91,1.2413524492919608e-118,1.3485655126664547e-93,4.5377483531390066e-116,1.73241570075544e-124
496,1316,1.274986663125169e-97,3.6232351736021956e-119,1.062807639336899e-131,1.6275525079674636e-61,6.352148468659744e-303,3.5954817568761304e-80,1.4767264826241792e-187,2.7974042437934475e-94,4.7727310773727945e-89,1.7928737952989758e-230,9.838456002729404e-55,7.703004994671478e-122,4.836536819904247e-107,1.4003284000305056e-130,7.920377715173738e-150,3.2804610085980303e-226,1.5148753048966103e-82,3.352972616066889e-116,1.141247492004774e-165,1.863151343323332e-159,1.8786882128812943e-124,1.9762016950513676e-65,2.3704497600963995e-108,1.8067850492358054e-153,2.642991449592787e-190,3.4873529413334906e-138,1.3099297490821367e-26,4.666316439356505e-83,1.858758526894082e-110,1.2197185121512413e-115,3.811416052903878e-126,2.5835262679409952e-42,3.1805133666161125e-77,4.318672400062112e-105,1.586102705901185e-125,7.041566910800404e-171,1.3233307531576664e-146,1.1884132544544533e-154,7.474789854446131e-151,7.498122730637748e-105,2.4035102944028315e-129,4.0048792552546e-80,8.176234050511981e-127,3.73721765161876e-115,3.145327965612481e-66,6.6182020560661715e-130,1.337013367469165e-24,1.3318577902866528e-261,5.529103368437729e-149,8.794763598559563e-88,1.4232896687919024e-90,3.23297848147978e-26,7.662088324968987e-92,1.3822037841441913e-81,1.5097743624047462e-40,1.827524623389435e-56,0.011400344271311329,4.8004521076022635e-177,4.555561292880319e-67,2.006438312738974e-159,6.301642733885871e-162,4.2562098648301875e-146,1.1282686810401526e-120,6.052559251248855e-238,1.646413202926902e-32,6.98261928838339e-75,2.9176990463520234e-60,2.612886971971986e-125,8.960932178228345e-58,4.7412315130964386e-67,9.361384714602095e-124,5.0185589456334694e-188,1.2777404030022688e-124,3.357483868277596e-89,1.288037074586406e-95,0.9885996557286887,7.4086836322562426e-87,7.126772443805751e-69,4.236941267543783e-91,4.56884536644324e-110,7.495708288113132e-142,3.9639283170825924e-84,8.79470668594395e-216,7.070784112597401e-28,8.154473868761443e-124,5.845502788383833e-110,2.970754239510921e-76,2.3831284393050726e-98,7.995078691379929e-97,1.9135512638278866e-211,1.0527935398888424e-99,1.0858811114091184e-170,2.0382352401842597e-47,1.329105272339703e-123,9.128778861296859e-66,6.250225283811764e-111,9.8201811847205e-118,2.0484335380951866e-110,5.1256508249014765e-92
497,1318,8.922732974090113e-191,1.3029272180169923e-262,1.606686394018104e-200,2.1940440025669198e-190,1.1447523681738041e-265,1.6740807553786306e-130,1.9469640716335154e-202,6.726060953065414e-191,1.5466504149222662e-174,0.0,1.6818859514942184e-169,1.9767078937199305e-258,4.944028145686327e-243,1.638403814820323e-241,6.844645099372975e-265,7.356842823399849e-251,6.365145944010997e-229,1.2361070291918536e-205,2.8625237579245587e-198,2.9186691750955235e-304,4.2663028799565885e-169,8.029673279381282e-249,4.1112002028089135e-206,3.388157634024929e-264,1.395819140010548e-273,5.934622905996573e-206,2.586566936466375e-207,1.0556337057533508e-256,3.048091824339709e-166,1.3822549449355466e-217,3.2087236682001807e-206,1.8279241369944184e-171,1.216897907001121e-236,9.497881100744721e-161,1.089367400397992e-232,1.0,1.3837484901215007e-263,5.4428365386550296e-263,9.624996678953741e-243,3.988370336221571e-217,2.7105041601990486e-193,8.79274323745691e-243,2.517274972054709e-196,6.415417856870532e-208,5.333660877422627e-202,2.7988473072878313e-216,1.3364591578758947e-246,0.0,1.0223815595000701e-246,1.0930015270576741e-203,1.7004106933709271e-230,3.697584070248447e-198,2.3776030884522803e-214,9.244284606948291e-217,4.607311858028914e-198,1.531591680999058e-200,8.858659264220298e-205,2.1094644188156596e-269,4.663417619272865e-199,3.740889878174565e-272,1.5298016120099472e-281,2.289669980670442e-240,1.3955733747869155e-220,2.0366993189845035e-297,1.0870963183493878e-264,6.241329560353526e-216,4.259103347880281e-199,2.5852202205725517e-228,1.0103648361432346e-202,1.0638776519701613e-180,2.3717127801008075e-216,2.0744340033675424e-220,6.704439951960297e-296,8.851291690842839e-166,3.446683762439535e-267,1.5425481748269649e-252,6.114839487361831e-223,5.718830349485929e-221,5.794004412497859e-238,1.3848369885421752e-209,1.321505059510949e-184,4.799950739400523e-190,4.53811874041424e-258,1.107256279379804e-202,4.10770032088066e-305,1.2139141926601988e-290,4.7440186727772346e-206,7.260522096118266e-232,9.096845512782003e-285,8.006746641618441e-256,5.572970986121093e-187,2.032642712397542e-231,2.2181247519842638e-167,1.523068937481991e-180,1.1491850255445488e-197,8.823225310675641e-272,1.7024095708383148e-248,1.001937119251465e-282,7.622169560262027e-229
498,1321,2.0446852710240544e-64,1.5150392190963934e-182,1.389296605997251e-194,2.648409291160378e-57,6.1958e-319,3.220214904095021e-137,6.344785975292616e-131,4.536554711121818e-88,8.223444189809556e-58,1.7155999496130457e-192,7.145842478918125e-70,7.428909184518095e-160,4.261932645116928e-121,1.95559426874773e-145,6.636772510153099e-149,4.353524571326862e-233,1.5337120399562226e-115,3.9949650823664913e-76,0.9999999999011568,1.2698311218457143e-196,4.604330127159551e-34,4.1618337078728424e-165,7.672041056690217e-113,4.207712698837052e-121,3.869980495797257e-117,2.949892265282929e-126,4.72027485863093e-108,6.473232989225903e-141,3.297504421608107e-116,1.9109959319702178e-157,2.3127184255711395e-146,1.0837234198513488e-117,4.47577362425988e-182,2.3080905287864064e-137,5.986479669426099e-170,7.949072232826998e-204,4.555152460127705e-193,1.325556172490318e-187,6.859326588077144e-184,6.0808461818305255e-127,1.784368920609082e-153,1.948745365182061e-120,3.849306754259021e-204,1.843286795471403e-70,2.033911469086882e-142,7.558531596621077e-154,2.1893712916517565e-187,3.1767484257375514e-161,1.646212379695891e-76,1.5121006812023773e-52,9.783250479256441e-110,3.5399897343355625e-134,1.280939586033875e-102,5.988981167501102e-101,8.626643533280486e-102,3.0340105359792467e-115,5.030564082006461e-142,3.489561451195292e-241,1.118619489862412e-112,1.5861245516153035e-151,6.7847790348125794e-99,1.6280856228008155e-142,1.19805868665107e-105,1.3118744064876616e-239,6.508817140435617e-204,9.762674740007028e-147,8.905385380001998e-129,1.1616850288325715e-147,2.538695700578989e-118,3.196085648379697e-74,3.541365905582882e-126,1.793340338863613e-149,8.564774140231348e-202,1.0456089301979535e-99,4.154213430824882e-144,2.5413321242467442e-161,1.913003937552728e-122,4.882215546943483e-124,1.1796996878098808e-186,6.151925380750681e-93,1.4419879977682542e-122,4.516355389906769e-110,6.146397832447289e-199,1.0175305377421023e-102,2.752234279377027e-152,1.2813862038910714e-178,7.954154104158938e-86,1.2829575319737069e-151,5.8552856277218335e-270,2.3186243308328275e-12,9.980415364648469e-127,1.9664288083635958e-67,9.478559101674357e-122,9.652460910393646e-11,4.944931381937375e-63,4.872160628471274e-103,9.553750041307342e-104,2.001955156544914e-127,1.7020065385960258e-136
499,1331,2.313758819705811e-127,8.042654023784262e-105,1.4954145147932663e-226,8.92923593027835e-142,2.5013602590459906e-276,3.059935231169053e-166,2.4130211209729306e-186,1.4361314507773083e-148,5.201508283189389e-129,1.0,4.651996562878049e-129,2.659458401938853e-135,7.578692317230335e-195,2.7191317505480018e-152,1.1808316535952701e-152,4.7339401242587e-310,1.4364476125606103e-126,1.4790163103006781e-164,4.6814482452381374e-225,9.43667920571723e-107,3.656273117960292e-87,1.4723471549281834e-196,6.684658512298903e-195,1.9944592658783328e-152,6.043279179933222e-262,5.746467100019804e-209,3.2828660737143887e-103,2.2127422390424688e-222,1.3337493357929048e-171,6.183248253170315e-216,7.37033794222344e-209,2.6468007826705808e-163,1.02737588263189e-204,1.428389358295644e-219,4.321619418869633e-225,2.917205003857448e-289,9.862809283166666e-243,9.599110902433925e-197,1.7581184964632105e-201,1.7993052449633575e-184,3.9641442682491666e-213,1.8674710545275763e-160,2.5575584012230893e-224,8.113470019501296e-179,7.166133208868422e-184,1.8280163310578135e-237,2.651873522746567e-195,1.2381914346553787e-99,2.095309009761612e-137,4.068062943805994e-152,8.481497011418143e-171,1.964779049176068e-188,7.650170095582429e-175,1.395260545633712e-162,6.581752812204652e-117,1.2747511463321578e-197,7.69267019383932e-174,7.896714749161785e-299,5.068136473822402e-191,8.148588726693083e-192,4.549347848401575e-201,8.34063368538334e-214,3.7900253286207066e-222,2.1013813928513e-310,2.0239414469628586e-198,2.2558628955464154e-180,5.3798815120133944e-176,2.278377241145627e-211,1.7417079340057666e-166,3.0295156628500873e-159,8.149142030098822e-178,2.63341679556431e-188,3.846802219980286e-227,2.944328662775752e-165,5.347039520159255e-164,3.384343666240454e-170,1.0036231440379926e-181,2.8028935992121056e-191,3.539938595108581e-192,2.128163846302083e-164,4.484818485824418e-141,1.7936222289946797e-169,5.880175203819237e-309,2.1545043967924651e-153,5.90525133412417e-227,1.2416881904233015e-203,1.2457087681275605e-177,2.1866509496385367e-187,0.0,1.3083910439160383e-204,1.634179120223091e-189,1.552916508928775e-221,5.169774665521974e-164,2.664982176176167e-158,6.5548020751007655e-133,3.072997633355304e-150,3.0475110694081132e-151,1.0889063203296317e-257,4.609302459548414e-169
500,1332,6.445133990135925e-97,3.757601457768169e-158,6.6127780938981595e-115,3.011843859814307e-42,0.0,2.958190085029329e-76,3.3212045937975856e-136,7.534017780571581e-123,4.4449881345199524e-108,2.1312708291257232e-225,6.905583646197458e-85,1.1447593219216207e-160,1.8076663493341152e-96,4.859452780476407e-132,9.085563255862009e-174,1.2717191172781112e-169,2.1059321976916552e-138,2.5333822282443247e-103,2.9301385459770963e-147,3.187038684044036e-146,4.140638868137225e-107,8.887633271681198e-84,7.208531556696931e-67,4.4703514174160606e-95,3.284415748654941e-129,2.9185317863344393e-86,2.751196456402127e-76,1.4195967197804986e-107,1.2589768143718654e-61,6.030768424639514e-74,1.625819258181272e-79,5.631917182925396e-51,1.7692559815074578e-90,2.7794010118597134e-67,2.848873585588104e-95,1.1553271928074288e-200,3.725537474685168e-89,6.464235538016045e-91,9.574756121963512e-84,7.255801572271873e-70,2.976249208194193e-88,6.11670413199898e-82,4.8163279424898026e-157,2.2656916565918604e-98,9.84307569645397e-116,4.48433739294333e-80,1.0970592913853411e-60,2.759068343559802e-206,1.0215362878453987e-117,4.5504219300017495e-127,2.744000156168663e-51,1.1196494514318889e-75,1.4470840473520725e-60,2.560450321916662e-55,1.0,1.8860742140849432e-41,8.09595845147568e-64,5.64444421308179e-165,3.0299061389281275e-84,1.4953065188726965e-122,6.368395643225572e-127,8.152725382942299e-102,3.831327994444804e-80,2.021511544914125e-231,3.2660310440063006e-110,1.7080291243571963e-55,1.3524636790188591e-93,6.724379174983317e-88,9.773373951751592e-33,2.9457028499098036e-51,9.131522072037173e-59,8.279667289648511e-151,4.2984725199840603e-135,1.615185463705784e-94,1.2740221591062482e-166,1.2093311514084717e-80,5.323718280132566e-47,9.980721718063947e-81,5.447901102512775e-158,9.633187453889577e-59,6.399983942792539e-107,2.009234962416341e-72,1.553834359543486e-183,7.755667777588016e-68,1.65871818254984e-143,9.388741195542527e-105,1.5133749973414186e-60,1.390092036234043e-61,3.65355297117178e-182,2.948934582552091e-212,7.251017265607709e-98,3.431485841794968e-139,7.068824824487001e-79,1.3997489620643694e-108,1.9378278499734665e-74,1.3697334541628402e-149,5.024418195345446e-72,2.7659748549041892e-132,5.154452580298911e-79
501,1333,8.428304570902727e-148,3.557549366028906e-231,2.358545578280048e-284,3.789934472185455e-143,0.0,6.438782890507081e-233,7.144237908439602e-258,2.086447503200686e-171,1.066835918458584e-165,1.9441354485846256e-304,1.1566212728169903e-168,5.244066862338757e-214,7.008825571012289e-188,3.7430378280093756e-197,1.434268413504544e-208,5.289027316796804e-305,2.2603147483159962e-207,1.1994598644902872e-164,1.4790736056241229e-158,1.857583006167956e-289,1.5686969332214202e-137,9.000569743747857e-245,7.045049394614022e-209,4.1294842307848604e-211,1.798731924293499e-264,2.879297344100531e-211,7.335561860221638e-167,6.568780765959214e-193,2.723206308029825e-199,6.865723253784298e-222,3.275060495170926e-206,5.985304296561713e-197,1.7920315865716496e-237,6.233328104839253e-224,4.605914126767755e-245,3.6527477463977976e-297,5.859853026771919e-262,2.5560252983175607e-257,5.724285472319819e-264,1.6889420315930543e-212,1.9336666272335545e-248,2.1383522970983733e-156,8.490700306303582e-261,1.9310410492557417e-201,3.49956620743854e-212,1.820570054455406e-236,6.1942652122665415e-239,4.555687492221387e-290,3.72303284567255e-161,2.1193845580518103e-169,3.372308756927729e-198,4.534620816077031e-233,8.004772119395043e-177,3.5077709832147515e-193,3.324607156823242e-174,4.353635223201363e-189,2.4479801594886574e-237,1.5780746091520917e-301,8.58647487317102e-175,1.0892308509603256e-264,1.0387377294544223e-157,1.4109249466940478e-229,1.837663004897746e-174,0.0,7.798260070002411e-291,2.805672340906787e-187,9.904898556396196e-200,4.978846343482208e-229,3.6529174278928045e-186,4.1232408683638654e-172,1.1524835904305461e-204,1.4357506606283438e-261,4.0033809679536094e-305,1.6186005374610085e-190,3.5968095677851555e-280,6.9860559279014746e-245,8.807943440004837e-205,2.5906767429265228e-225,1.5738265960454e-309,2.1226381066016506e-167,2.4224568878878815e-246,2.151599820741056e-196,4.313e-321,5.3774215330489014e-216,6.795256425786526e-267,6.341691949123314e-241,3.2577837085933043e-180,1.1050690968449761e-219,0.0,1.5191269874326203e-151,5.870054792122615e-199,1.0,2.1962613928838778e-187,1.0653998255921189e-145,1.4518827233640003e-148,7.310351167530404e-181,2.474555920478201e-199,4.4856600837544723e-156,6.001776194520962e-187
502,1334,1.3437430799913825e-82,1.5363304378374058e-208,1.0927550232600252e-199,1.0199360967722273e-77,0.0,2.1585086085228627e-145,2.76812772064682e-193,5.580753806425305e-175,4.414050357296421e-151,8.487395555438902e-283,1.6256855143587114e-132,1.9508643516239756e-195,3.449098583219943e-100,4.113919416361324e-164,7.650278251085391e-205,5.53878528550739e-229,3.626640003043898e-167,4.988545775731457e-140,2.975902416863896e-190,2.718055334087964e-183,1.2082193730288513e-120,2.5388074514864486e-176,3.779750667360189e-130,3.422983566146431e-177,4.995736391264002e-181,2.083076239259365e-141,4.3029247782654467e-125,5.370701429485359e-182,1.7675093454044077e-131,5.214667377757002e-158,9.621462478692389e-142,6.941764220739525e-118,6.312568616630875e-152,3.09426491583988e-119,3.516939855156957e-171,2.1322870640820614e-241,2.767962415038025e-164,1.0199750663470228e-173,2.146602381704574e-180,1.6934268311721016e-158,1.5765813303231116e-174,1.0281132597309573e-109,2.3171827657478425e-223,3.0844023260940738e-139,9.511044337229672e-178,8.589522155751388e-117,6.654735429685267e-115,1.3007421303167559e-263,1.961546507384367e-154,5.143023665846204e-159,6.298706820443905e-116,1.1645156837580004e-120,4.727706863461135e-92,7.742041782845061e-86,5.956311330449073e-60,3.150207694750667e-89,9.730757810873127e-123,7.557241718833404e-248,5.116562865119982e-109,7.096613362455162e-181,1.0459451375872323e-194,3.758368408834722e-172,1.2213932058402163e-129,2.089420564570963e-286,1.0264916108025393e-188,1.0,2.820423258784036e-168,6.810101696103405e-150,4.203855133274896e-92,2.782972568505127e-93,3.926747728413615e-108,7.639258443072332e-179,3.017094166547581e-208,6.382666586066888e-143,8.976912560521706e-212,1.9271090005633292e-116,2.9668355475513755e-92,1.2911453999763767e-154,2.4849831019998775e-223,2.380593637773484e-126,1.2441707940866423e-152,4.150786638681501e-130,3.0845030965146094e-231,5.172262722148289e-129,4.5032746073510166e-210,7.603043679231373e-127,1.3365005039200052e-101,3.275085908499696e-122,1.394058774838978e-239,1.1411134784983978e-261,6.372762586758678e-155,5.246784082352272e-183,5.394717420710293e-145,4.214744882164166e-120,1.6507429300599728e-134,5.0986515088914686e-195,7.005408765763473e-144,4.106981070574506e-195,4.8491584858193e-120
