Symbol,Name,Industry,IndustryCode
ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
EPHYU,Epiphany Technology Acquisition Corp,기타 금융업,556010
TGLS,Tecnoglass Inc,주택건설,532030
CONN,Conn's Inc,전문품 상점,534030
PACXU,Pioneer Merger Corp,기타 금융업,556010
MDVL,Medavail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
RAAC,Revolution Acceleration Acquisition Corp Class A,기타 금융업,556010
HTBI,Hometrust Bancshares Inc,은행,551010
RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PLBY,Plby Group Inc,소프트웨어 및 IT서비스,572010
SPFI,South Plains Financial Inc,은행,551010
GMIIU,Gores Metropoulos II Inc,기타 금융업,556010
WTBA,West Bancorporation Inc,은행,551010
NGACU,Nextgen Acquisition Corp,기타 금융업,556010
CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
COOLU,Corner Growth Acquisition Corp,기타 금융업,556010
THBRU,Thunder Bridge Acquisition II Ltd Unit,기타 금융업,556010
DCRNU,Decarbonization Plus Acquisition Corporation II,기타 금융업,556010
MRAC,Marquee Raine Acquisition Corp Class A,기타 금융업,556010
MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
ASLE,AerSale Corp,우주항공 및 국방,521010
CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
TERN,Terns Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RBB,RBB Bancorp,은행,551010
BDSI,BioDelivery Sciences International Inc,제약,562010
SELB,Selecta Biosciences Inc,생명과학 및 메디컬 리서치,562020
ZIXI,Zix Corp,소프트웨어 및 IT서비스,572010
NAKD,Naked Brand Group Ltd,섬유 및 의류,532020
RBNC,Reliant Bancorp Inc,은행,551010
XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
BSRR,Sierra Bancorp,은행,551010
TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
STXB,Spirit of Texas Bancshares Inc,은행,551010
NEXI,Neximmune Inc,생명과학 및 메디컬 리서치,562020
UFPT,UFP Technologies Inc,화학,511010
HUIZ,Huize Holding Ltd ADR,보험,553010
BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
NODK,NI Holdings Inc,보험,553010
FLMN,Falcon Minerals Corp Class A,오일 및 가스,501020
DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
AGNCO,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
BTNB,Bridgetown 2 Holdings Ltd Class A,기타 금융업,556010
SIEN,Sientra Inc,헬스케어 장비 및 용품,561010
CUE,Cue Biopharma Inc,생명과학 및 메디컬 리서치,562020
RSVAU,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
DSKE,Daseke Inc,화물 및 물류 서비스,524050
MVBF,MVB Financial Corp,은행,551010
LSEA,Landsea Homes Corp,부동산 운영 관리,601010
LUXAU,Lux Health Tech Acquisition Corp,기타 금융업,556010
FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MRACU,Marquee Raine Acquisition Corp,기타 금융업,556010
HOOK,HOOKIPA Pharma Inc,제약,562010
CDZI,Cadiz Inc,수도 유틸리티,591030
EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
EOLS,Evolus Inc,생명과학 및 메디컬 리서치,562020
XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
CAMP,CalAmp Corp,통신 서비스,574010
MCBS,Metrocity Bankshares Inc,은행,551010
POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
FORA,Forian Inc,제약,562010
IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
SGC,Superior Group of Companies Inc,섬유 및 의류,532020
TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
PRTG,Portage Biotech Inc,생명과학 및 메디컬 리서치,562020
IGAC,IG Acquisition Corp Class A,기타 금융업,556010
ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
FBIO,Fortress Biotech Inc,제약,562010
OPT,Opthea Ltd ADR,생명과학 및 메디컬 리서치,562020
EBTC,Enterprise Bancorp Inc,은행,551010
SONA,Southern National Bancorp of Virginia Inc,은행,551010
QTNT,Quotient Ltd,헬스케어 장비 및 용품,561010
NAACU,North Atlantic Acquisition Corp,기타 금융업,556010
SESN,Sesen Bio Inc,생명과학 및 메디컬 리서치,562020
BHFAO,Brighthouse Financial Inc ADR,보험,553010
HAYN,Haynes International Inc,메탈&마이닝,512010
MTRX,Matrix Service Co,오일 및 가스 장비 및 서비스,501030
OSBC,Old Second Bancorp Inc,은행,551010
GWRS,Global Water Resources Inc,수도 유틸리티,591030
TOUR,Tuniu Corp ADR,호텔 및 엔터테인먼트,533010
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
ATRO,Astronics Corp,우주항공 및 국방,521010
LLNW,Limelight Networks Inc,소프트웨어 및 IT서비스,572010
NCMI,National Cinemedia Inc,미디어 및 출판,533020
BTAQU,Burgundy Technology Acquisition Corp,기타 금융업,556010
HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
LEGH,Legacy Housing Corp,주택건설,532030
VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
CHPM,CHP Merger Corp Class A,기타 금융업,556010
LFMD,LifeMD Inc,다양한 소매업,534020
VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
CZNC,Citizens & Northern Corp,은행,551010
MBII,Marrone Bio Innovations Inc,화학,511010
TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
AMNB,American National Bankshares Inc,은행,551010
FDUS,Fidus Investment Corp,다양한 금융서비스,555010
HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
NPA,New Providence Acquisition Corp Class A,기타 금융업,556010
CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
FCACU,Falcon Capital Acquisition Corp,기타 금융업,556010
PPGH,Poema Global Holdings Corp Class A,기타 금융업,556010
IGIC,International General Insurance Holdings Ltd,보험,553010
PRSR,Prospector Capital Corp Class A,기타 금융업,556010
VTIQU,VectoIQ Acquisition II Corp Unit,기타 금융업,556010
CHSCP,CHS Inc PRF,식품 및 담배,541020
SFST,Southern First Bancshares Inc,은행,551010
MOGO,Mogo Inc,핀테크,573010
CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
FWAA,Fifth Wall Acquisition Corp I Class A,기타 금융업,556010
ANIP,ANI Pharmaceuticals Inc,제약,562010
SIVBP,SVB Financial Group ADR,은행,551010
CSTR,CapStar Financial Holdings Inc,은행,551010
LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
NH,NantHealth Inc,헬스케어 장비 및 용품,561010
GXGX,GX Acquisition Corp Class A,기타 금융업,556010
ONCR,Oncorus Inc,생명과학 및 메디컬 리서치,562020
ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
HCICU,Hennessy Capital Investment V Corp,기타 금융업,556010
VIRX,Viracta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
DSPG,DSP Group Inc,반도체 및 반도체 장비,571010
CRDF,Cardiff Oncology Inc,생명과학 및 메디컬 리서치,562020
DGICA,Donegal Group Inc Class A,보험,553010
RSVA,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
CCB,Coastal Financial Corp (EVERETT),은행,551010
HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
LOOP,Loop Industries Inc,화학,511010
GFN,General Finance Corp,전문 및 상업 서비스,522030
BSPE,Bespoke Capital Acquisition Corp Class A,기타 금융업,556010
DBTX,Decibel Therapeutics Inc,생명과학 및 메디컬 리서치,562020
INBK,First Internet Bancorp,은행,551010
STIM,Neuronetics Inc,헬스케어 장비 및 용품,561010
ENNVU,ECP Environmental Growth Opportunities Corp,기타 금융업,556010
XPDIU,Power & Digital Infrastructure Acquisition Corp,기타 금융업,556010
HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
TSIAU,TS Innovation Acquisitions Corp,기타 금융업,556010
TA,Travelcenters of America Inc,오일 및 가스,501020
VRCA,Verrica Pharmaceuticals Inc,제약,562010
COLIU,Colicity Inc,기타 금융업,556010
NCTY,The9 Ltd ADR,소프트웨어 및 IT서비스,572010
EXPCU,Experience Investment Corp Unit,기타 금융업,556010
DHHCU,DiamondHead Holdings Corp,기타 금융업,556010
BBCP,Brundage-Bone Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
SMBC,Southern Missouri Bancorp Inc,은행,551010
CARE,Carter Bank and Trust,은행,551010
ALTUU,Altitude Acquisition Corp,기타 금융업,556010
PPGHU,Poema Global Holdings Corp,기타 금융업,556010
NDACU,Nightdragon Acquisition Corp,기타 금융업,556010
MSGM,Motorsport Games Inc Class A,소프트웨어 및 IT서비스,572010
SCOBU,ScION Tech Growth II,기타 금융업,556010
IMCC,IM Cannabis Corp,제약,562010
PSAC,Property Solutions Acquisition Corp,기타 금융업,556010
KURIU,Ark Global Acquisition Corp,기타 금융업,556010
SCLEU,Broadscale Acquisition Corp,기타 금융업,556010
NATR,Natures Sunshine Products Inc,식품 및 담배,541020
GIIXU,Gores Holdings VIII Inc,기타 금융업,556010
GPAC,Global Partner Acquisition II Corp Class A,기타 금융업,556010
SLCRU,Silver Crest Acquisition Corp,기타 금융업,556010
FSRVU,Finserv Acquisition Corp Unit,기타 금융업,556010
CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
SPKE,Spark Energy Inc Class A,전기 유틸리티,591010
SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
CENHU,Centricus Acquisition Corp,기타 금융업,556010
GLBLU,Cartesian Growth Corp,기타 금융업,556010
AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
VIH,VPC Impact Acquisition Holdings Class A,기타 금융업,556010
HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
SBEAU,SilverBox Engaged Merger I Corp,기타 금융업,556010
CNBKA,Century Bancorp Inc Class A,은행,551010
ARKIU,Ark Global Acquisition Corp,기타 금융업,556010
NPAUU,New Providence Acquisition Corp Unit,기타 금융업,556010
NEBC,Nebula Caravel Acquisition Corp Class A,기타 금융업,556010
FBRX,Forte Biosciences Inc,생명과학 및 메디컬 리서치,562020
LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
VYNE,Vyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CLMT,Calumet Specialty Products Partners LP Unit,오일 및 가스,501020
PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
CIVB,Civista Bancshares Inc,은행,551010
IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
SMBK,SmartFinancial Inc,은행,551010
ACGLO,Arch Capital Group Ltd ADR,보험,553010
TRNS,Transcat Inc,전문 및 상업 서비스,522030
KIRK,Kirkland's Inc,전문품 상점,534030
VRA,Vera Bradley Inc,섬유 및 의류,532020
INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
CMIIU,CM Life Sciences II Inc,기타 금융업,556010
NWPX,Northwest Pipe Co,메탈&마이닝,512010
LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
MCBC,Macatawa Bank Corp,은행,551010
PRSRU,Prospector Capital Corp,기타 금융업,556010
GRAY,Graybug Vision Inc,생명과학 및 메디컬 리서치,562020
APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
NVEC,NVE Corp,반도체 및 반도체 장비,571010
TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
FIII,Forum Merger III Corp Class A,기타 금융업,556010
PFDRU,Pathfinder Acquisition Corp,기타 금융업,556010
RAACU,Revolution Acceleration Acquisition Corp,기타 금융업,556010
FOREU,Foresight Acquisition Corp,기타 금융업,556010
TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
VTRU,Vitru Ltd,학교,631020
ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
CDAK,Codiak BioSciences  Inc.,생명과학 및 메디컬 리서치,562020
LNDC,Landec Corp,식품 및 담배,541020
MSON,Misonix Inc,헬스케어 장비 및 용품,561010
MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
SDACU,Sustainable Development Acquisition I Corp,기타 금융업,556010
ACACU,Acies Acquisition Corp,기타 금융업,556010
PRTK,Paratek Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
GIGGU,GigCapital4 Inc,기타 금융업,556010
SMMF,Summit Financial Group Inc,은행,551010
RCKY,Rocky Brands Inc,섬유 및 의류,532020
REDU,Rise Education Cayman Ltd ADR,교육서비스,631010
TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
IGACU,IG Acquisition Corp,기타 금융업,556010
IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
OCX,OncoCyte Corp,생명과학 및 메디컬 리서치,562020
FTIV,FinTech Acquisition Corp Class A,기타 금융업,556010
ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
PFIS,Peoples Financial Services Corp,은행,551010
UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
MACQU,MCAP Acquisition Corp,기타 금융업,556010
LKCO,Luokung Technology Corp,소프트웨어 및 IT서비스,572010
IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
NBEV,Newage Inc,음료,541010
PBFS,Pioneer Bancorp Inc,은행,551010
KSMT,Kismet Acquisition One Corp,기타 금융업,556010
ONDS,Ondas Holdings Inc,소프트웨어 및 IT서비스,572010
INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
OTLK,Outlook Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ABUS,Arbutus Biopharma Corp,제약,562010
IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
UXIN,Uxin Ltd ADR,소프트웨어 및 IT서비스,572010
SSAAU,Science Strategic Acquisition Alpha Corp,기타 금융업,556010
MUDS,Mudrick Capital Acquisition Corporation II Class A,기타 금융업,556010
LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
TWLVU,Twelve Seas Investment Co II,기타 금융업,556010
NXTC,NextCure Inc,제약,562010
FNLC,First Bancorp Inc,은행,551010
LCUT,Lifetime Brands Inc,가정용품,532040
CFVIU,CF Acquisition Corp VI,기타 금융업,556010
CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
CHPMU,CHP Merger Corp Unit,기타 금융업,556010
PWFL,PowerFleet Inc,소프트웨어 및 IT서비스,572010
UIHC,United Insurance Holdings Corp,보험,553010
ALPN,Alpine Immune Sciences Inc,생명과학 및 메디컬 리서치,562020
PSAGU,Property Solutions Acquisition Corp II,기타 금융업,556010
GMBTU,Queens Gambit Growth Capital,기타 금융업,556010
WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
TYME,Tyme Technologies Inc,생명과학 및 메디컬 리서치,562020
TSIBU,Tishman Speyer Innovation II Corp,기타 금융업,556010
FLDM,Fluidigm Corp,헬스케어 장비 및 용품,561010
KLAQ,KL Acquisition Corp Class A,기타 금융업,556010
HBCP,Home Bancorp Inc,은행,551010
ENFA,890 5th Avenue Partners Inc Class A,기타 금융업,556010
ATCX,Atlas Technical Consultants Inc Class A,건설 및 엔지니어링,522010
CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
JCICU,Jack Creek Investment Corp.,기타 금융업,556010
QH,Quhuo Ltd ADR,화물 및 물류 서비스,524050
TRCH,Torchlight Energy Resources Inc,오일 및 가스,501020
SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
PAVM,PAVmed Inc,헬스케어 장비 및 용품,561010
ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
COVAU,COVA Acquisition Corp,기타 금융업,556010
DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
JFU,9F Inc ADR,투자은행 및 서비스,551020
TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ITIC,Investors Title Co,보험,553010
VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
CLVR,Clever Leaves Holdings Inc,식품 및 담배,541020
GPACU,Global Partner Acquisition II Corp,기타 금융업,556010
YELL,Yellow Corp,화물 및 물류 서비스,524050
HYACU,Haymaker Acquisition Corp III Unit,기타 금융업,556010
BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
SRAC,Stable Road Acquisition Corp Class A,기타 금융업,556010
DHCAU,DHC Acquisition Corp,기타 금융업,556010
OEPWU,One Equity Partners Open Water I Corp,기타 금융업,556010
RXRAU,RXR Acquisition Corp,기타 금융업,556010
ACAHU,Atlantic Coastal Acquisition Corp,기타 금융업,556010
VIHAU,VPC Impact Acquisition Holdings,기타 금융업,556010
CSSE,Chicken Soup for The Soul Entertainment Inc Class A,미디어 및 출판,533020
AOUT,American Outdoor Brands Inc,레저 상품,532050
KINZ,Kins Technology Group Inc. Class A,기타 금융업,556010
AVNW,Aviat Networks Inc,커뮤니케이션 및 네트워킹,571020
WAFDP,Washington Federal Inc ADR,은행,551010
ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
ESCA,Escalade Inc,레저 상품,532050
ENFAU,890 5th Avenue Partners Inc,기타 금융업,556010
KAIR,Kairos Acquisition Corp Class A,기타 금융업,556010
TMKR,Tastemaker Acquisition Corp Class A,기타 금융업,556010
IIII,Insu Acquisition Corp III Class A,기타 금융업,556010
IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
CMPI,Checkmate Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
THTX,Theratechnologies Inc,제약,562010
LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
EAC,Edify Acquisition Corp Class A,기타 금융업,556010
DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
NOAC,Natural Order Acquisition Corp,기타 금융업,556010
UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
GLSI,Greenwich Lifesciences Inc,제약,562010
DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
PCYO,Pure Cycle Corp,수도 유틸리티,591030
KLAQU,KL Acquisition Corp,기타 금융업,556010
SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
POW,Powered Brands Class A,기타 금융업,556010
UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
ARRWU,Arrowroot Acquisition Corp,기타 금융업,556010
IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
VALU,Value Line Inc,전문 및 상업 서비스,522030
BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
EZPW,EZCORP Inc Class A,은행,551010
ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
TZPSU,TZP Strategies Acquisition Corp,기타 금융업,556010
EJFAU,EJF Acquisition Corp,기타 금융업,556010
GLRE,Greenlight Capital Re Ltd Class A,보험,553010
FSBW,FS Bancorp Inc,은행,551010
NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
CLRMU,Clarim Acquisition Corp,기타 금융업,556010
DAKT,Daktronics Inc,전자 장비 및 부품,571040
NVSAU,New Vista Acquisition Corp,기타 금융업,556010
LIVX,Livexlive Media Inc,미디어 및 출판,533020
FDBC,Fidelity D&D Bancorp Inc,은행,551010
ATAX,America First Multifamily Investors LP Unit,은행,551010
PPTA,Perpetua Resources Corp,메탈&마이닝,512010
HLAHU,Hamilton Lane Alliance Holdings I Inc,기타 금융업,556010
KINZU,Kins Technology Group Inc.,기타 금융업,556010
KAIRU,Kairos Acquisition Corp,기타 금융업,556010
ADERU,26 Capital Acquisition Corp,기타 금융업,556010
AEYE,AudioEye Inc,소프트웨어 및 IT서비스,572010
TMKRU,Tastemaker Acquisition Corp,기타 금융업,556010
PVAC,Penn Virginia Corp,오일 및 가스,501020
FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
JSM,Navient Corp PRF,은행,551010
RUHN,Ruhnn Holding Ltd ADR,다양한 소매업,534020
PCSB,PCSB Financial Corp,은행,551010
LMNR,Limoneira Co,식품 및 담배,541020
CASI,CASI Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
NEBCU,Nebula Caravel Acquisition Corp,기타 금융업,556010
PBCTP,People's United Financial Inc PRF,은행,551010
FIIIU,Forum Merger III Corp,기타 금융업,556010
SWETU,Athlon Acquisition Corp,기타 금융업,556010
SVOK,Seven Oaks Acquisition Corp Class A,기타 금융업,556010
NMTR,9 Meters Biopharma Inc,생명과학 및 메디컬 리서치,562020
TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
HBMD,Howard Bancorp Inc,은행,551010
PSACU,Property Solutions Acquisition Corp Unit,기타 금융업,556010
GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PMGMU,Priveterra Acquisition Corp,기타 금융업,556010
POWRU,Powered Brands,기타 금융업,556010
GSAQ,Global Synergy Acquisition Corp Class A,기타 금융업,556010
ARYA,ARYA Sciences Acquisition III Corp Class A,기타 금융업,556010
FSRXU,FinServ Acquisition II Corp,기타 금융업,556010
SJ,Scienjoy Holding Corp,소프트웨어 및 IT서비스,572010
EACPU,Edify Acquisition Corp,기타 금융업,556010
DCRBU,Decarbonization Plus Acquisition Corp,기타 금융업,556010
HCCCU,Healthcare Capital Corp,기타 금융업,556010
SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
NRIM,Northrim BanCorp Inc,은행,551010
IDBA,Idex Biometrics ASA ADR,전자 장비 및 부품,571040
ACAC,Acies Acquisition Corp Class A,기타 금융업,556010
FTCVU,Fintech Acquisition Corp V,기타 금융업,556010
SBT,Sterling Bancorp Inc,은행,551010
FMAO,Farmers & Merchants Bancorp Inc,은행,551010
NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
SOLY,Soliton Inc,헬스케어 장비 및 용품,561010
KMDA,Kamada Ltd,제약,562010
CLXT,Calyxt Inc,전문품 상점,534030
ACNB,ACNB Corp,은행,551010
MTAC,MedTech Acquisition Corp Class A,기타 금융업,556010
FCBP,First Choice Bancorp (California),은행,551010
CERC,Cerecor Inc,생명과학 및 메디컬 리서치,562020
SVOKU,Seven Oaks Acquisition Corp,기타 금융업,556010
KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
KRNLU,Kernel Group Holdings Inc,기타 금융업,556010
ACEVU,ACE Convergence Acquisition Corp,기타 금융업,556010
LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
PTVCB,Protective Insurance Corp Class B,보험,553010
SRACU,Stable Road Acquisition Corp Unit,기타 금융업,556010
KRUS,Kura Sushi USA Inc,호텔 및 엔터테인먼트,533010
CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
GSAQU,Global Synergy Acquisition Corp,기타 금융업,556010
TUSK,Mammoth Energy Services Inc,오일 및 가스 장비 및 서비스,501030
GMBL,Esports Entertainment Group Inc,소프트웨어 및 IT서비스,572010
AMTX,Aemetis Inc,재생에너지,502010
HCAQ,HealthCor Catalio Acquisition Corp Class A,기타 금융업,556010
AQMS,Aqua Metals Inc,메탈&마이닝,512010
VINC,Vincerx Pharma Inc,기타 금융업,556010
FSSIU,Fortistar Sustainable Solutions Corp,기타 금융업,556010
MNOV,MediciNova Inc,생명과학 및 메디컬 리서치,562020
ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
SHSP,SharpSpring Inc,소프트웨어 및 IT서비스,572010
TEKKU,Tekkorp Digital Acquisition Corp,기타 금융업,556010
IIIIU,Insu Acquisition Corp III,기타 금융업,556010
CFFVU,CF Acquisition V Corp,기타 금융업,556010
FITBO,Fifth Third Bancorp ADR,은행,551010
SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
NOACU,Natural Order Acquisition Corp,기타 금융업,556010
LYTS,LSI Industries Inc,주택건설,532030
CABA,Cabaletta Bio Inc,생명과학 및 메디컬 리서치,562020
CFAC,CF Finance Acquisition III Corp,기타 금융업,556010
LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
EYPT,EyePoint Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ZNTEU,Zanite Acquisition Corp,기타 금융업,556010
GPP,Green Plains Partners LP Unit,오일 및 가스 장비 및 서비스,501030
ORRF,Orrstown Financial Services Inc,은행,551010
LHAA,Lerer Hippeau Acquisition Corp Class A,기타 금융업,556010
LEGO,Legato Merger Corp,기타 금융업,556010
PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
RCLFU,Rosecliff Acquisition I Corp,기타 금융업,556010
STWOU,ACON S2 Acquisition Corp,기타 금융업,556010
CNTG,Centogene NV,생명과학 및 메디컬 리서치,562020
